area,house_area,house_type,orientation,price,rent_style,title,url 
六合,105㎡,2室1厅,朝南,1500,整租,2室不是精品我不发,
江宁,77㎡,2室2厅,朝南北,2500,整租,"金王府,精装两房,口,小区环境好,生活设施齐全,急租",
鼓楼,47㎡,2室1厅,朝南,3800,整租,马鞍山路 河海大学力小琅小拉小旁 三房 交通方便 干净整洁,
建邺,"56㎡
            ",1室1厅,朝南北,3600,整租,嘉业国际城 精装修 拎包可住 交通便利 家电家具齐全,
栖霞,78㎡,2室2厅,朝南,2600,整租,东景花园 精装修两房 家电设施齐全 有钥匙,
鼓楼,20㎡,3户合租,朝南,1300,合租主卧,宁海路 汉口西路 力学 南师大 广州路 单间可月付,
江宁,39㎡,1室1厅,朝南,1800,整租,岔路口 双龙大道 南方花园 精装 单室套 采光好,
建邺,143㎡,3室2厅,朝北,9500,整租,奥体 仁恒江湾城一期 精装3房 业主急租,
玄武,28㎡,1室0厅,朝南,2700,整租,珠江路 丹凤街 大石桥 精装 随时看房 有钥匙,
江宁,55㎡,1室1厅,朝南,2200,整租,南方花园 1号线 双龙大道站500米 优房出租,
鼓楼,25㎡,2户合租,朝南,1400,合租主卧,鼓楼龙江站 新城市广场旁阳光锦绣阁现有精装主次卧 拎包住,
玄武,60㎡,2室1厅,朝南,2300,整租,南京理工大学七号门旁 康定里 自住装修 干净清爽 采光好,
秦淮,78㎡,2室2厅,朝南,2700,整租,中和桥 御道街 光华路 象房村 大明路 秦虹小区,
建邺,79㎡,2室1厅,朝南,2600,整租,毕业高峰期不能等 莲花嘉园 精装通透大两房 家电齐全 拎包入,
浦口,35㎡,2室1厅,朝北,2000,整租,明发新城复式挑高房格局好设备齐全拎包住,
建邺,68㎡,2室1厅,朝南,2500,整租,油坊桥口莲花北苑精装大两房家电齐全温馨舒适随时看房,
雨花,192㎡,5室2厅,朝南北,5600,整租,翠岛花城 精装五房 家电齐全 花神庙 急,
雨花,139㎡,3室2厅,朝南,5200,整租,阅城国际花园3室2厅2卫139㎡整租精装,
秦淮,70㎡,2室1厅,朝南北,2850,整租,玉带园精装两房出租 三山街口 夫子庙商圈 来凤小区水游城,
雨花,117㎡,3室2厅,朝南,4600,整租,翠岛花城3室2厅1卫117㎡整租精装,
江宁,88㎡,2室2厅,朝南,2600,整租,精装修两房设施齐全,
栖霞,"97㎡
            ",3室1厅,朝南北,4500,整租,外校旁 临 三楼 南北通透 设施齐全 看房方便 随时看房,
鼓楼,55㎡,2室1厅,朝南北,3000,整租,厚载巷 鼓楼 紫峰大厦 精装两房 低价出租 拎包住 成熟社区,
玄武,65㎡,2室1厅,朝南,2700,整租,鼓楼站 玄武门站一号线 玄武湖 百子亭后小区 精装两室一厅,
鼓楼,45㎡,1室1厅,朝南北,3000,整租,钟阜路 金陵大公馆 单身公寓 精装修 厅卧分离,
鼓楼,40㎡,1室1厅,朝南北,2900,整租,新模范马路 黑龙江路 金陵大公馆公寓 装修好设施全,
建邺,78㎡,2室2厅,朝南北,3600,整租,虹悦城应天大街 金鹰 南苑思园 精装修 二房二厅 拎包住 有,
栖霞,74㎡,2室2厅,朝南,2800,整租,东景花园 电梯房 精装修 家电设施齐全 看房方便 有钥匙 保养好,
建邺,73㎡,2室2厅,朝南,3600,整租,双和园 2室2厅 73平,
江宁,101㎡,2室2厅,朝南北,1500,整租,禄口s1翔宇路北站800米 空港公寓,
鼓楼,63㎡,2室1厅,朝南,3800,整租,南阴阳营 交通便利 出行方便 南北通透 采光,
江宁,112㎡,3室2厅,朝南,2600,整租,天鹅湖花园{精装三房,
江宁,117㎡,3室2厅,朝南,3000,整租,天地新城 双龙大道 口 交通便利 配套成熟,
中山,88㎡,2室1厅,朝南,3300,整租,封闭小区 嘉惠陪读 交通便利,
江宁,140㎡,4室1厅,朝南,4800,整租,百家湖胜太路胜泰华府 江宁一号 办公出租 急租 家电齐全-整,
江宁,43㎡,1室1厅,朝南北,2000,整租,胜太路口 新贵之都精装单身公寓 房主急租 -整租,
江宁,63㎡,2室2厅,朝南,2300,整租,名嘉佳园 南站 双龙大道 口 交通便利 采光好配套齐全,
建邺,143㎡,3室2厅,朝南,9500,整租,奥体 仁恒江湾城一期 精装3房 业主急租,
建邺,93㎡,2室2厅,朝南,4500,整租,奥体 海峡城一期 开发商精装修两房 采光好 设施齐全,
鼓楼,47㎡,2室1厅,朝南,3800,整租,马鞍山路 河海大学力小琅小拉小旁 三房 交通方便 干净整洁,
浦口,86㎡,3室1厅,朝南北,2000,整租,天润城地A铁口 采光好 交通便捷 随时看房 诚心出租,
江宁,55㎡,1室1厅,朝南,2200,整租,南方花园 1号线 双龙大道站500米 优房出租,
江宁,80㎡,2室2厅,朝南,2500,整租,天正天御溪岸,
玄武,28㎡,1室0厅,朝北,2700,整租,珠江路 丹凤街 大石桥 精装 随时看房 有钥匙,
建邺,"56㎡
            ",1室1厅,朝南,3600,整租,嘉业国际城 精装修 拎包可住 交通便利 家电家具齐全,
栖霞,49㎡,1室1厅,朝南,1800,整租,香榴湾 一室一厅 精装修拎包即住交通方便,
雨花,90㎡,2室1厅,朝南,4500,整租,"精装,可注册,房主急租!",
鼓楼,80㎡,2室2厅,朝南北,2500,整租,五塘口五塘广场居家二房出租上元里小区,
栖霞,78㎡,2室2厅,朝南,2600,整租,东景花园 精装修两房 家电设施齐全 有钥匙,
江宁,39㎡,1室1厅,朝南北,1800,整租,岔路口 双龙大道 南方花园 精装 单室套 采光好,
江宁,128㎡,3室2厅,朝南北,3700,整租,"金王府,口,,急租,小区环境好,",
江宁,114㎡,3室2厅,朝南,5200,整租,"万科金域蓝湾,精装三房,口,,急租",
江宁,111㎡,3室2厅,朝南北,3100,整租,"21世纪现代城,精装三房,口,,急租,看房有钥匙",
江宁,88㎡,2室2厅,朝南北,2900,整租,"青春水岸家园,精装3两房,口,,小区新,环境好",
江宁,120㎡,3室2厅,朝南北,3300,整租,"文化名园,精装3房,口,,急租,看房有钥匙",
江宁,138㎡,3室2厅,朝南北,4200,整租,"同曦国际广场,位置好,小区环境好,不临街,有车位",
江宁,55㎡,1室1厅,朝南,2100,整租,"新贵之都,精装单式,,可看湖景,急租,先到先得",
江宁,90㎡,2室2厅,朝南北,2700,整租,",精装两房,河景房,南站商圈,急售",
玄武,20㎡,1室1厅,朝北,1500,整租,进香河 老虎桥 简装 房子高,
鼓楼,45㎡,1室1厅,朝南北,2600,整租,金陵大公馆公寓 急租 精装 单室套 楼层好 看房方便,
鼓楼,62㎡,2室1厅,朝南,2800,整租,"福建路新房出租,装修温馨,配置全齐,适合两口之家和情侣居住",
鼓楼,68㎡,2室1厅,朝南,2500,整租,时尚 温馨 2室 68平朝南北,
鼓楼,62㎡,2室1厅,朝南,2500,整租,三牌楼大街 福建路 娄子巷 和会街 交通一村狗耳巷二室,
江宁,77㎡,2室2厅,朝南,2200,整租,精装 家电齐全 押一付三 采光好,
浦口,120㎡,3室2厅,朝南北,2600,整租,明发滨江 地A铁房,
玄武,45㎡,1室1厅,朝南,2300,整租,好房急租 交通方便 价格 附进,
栖霞,55㎡,2室1厅,朝南,1200,整租,金尧山庄两室一厅 拎包即住家具齐全交通方便,
鼓楼,20㎡,3户合租,朝南,1300,合租主卧,萍聚村拉小二十九中汉中路龙蟠里广州路省人医单间可月付,
江宁,59㎡,1室1厅,朝南,2500,整租,南方花园 1号线 双龙大道站500米 优房急租,
建邺,87㎡,2室2厅,朝南,4300,整租,奥体 海峡城 开发商精装修 设施齐全 S3线 诚心出租,
中山,72㎡,1室1厅,朝南,4200,整租,、裕景!1室1厅南向采光好、 空间 多套有钥匙随,
高新园区,48㎡,1室1厅,朝南,1799,整租,急租、高新区第8区、IC大厦旁纳米大厦、近万达近精装空调,
中山,75㎡,1室1厅,朝东北,3800,整租,裕景丶私人订制 进口装修 处女房 免费健身 有车位,
高新园区,42㎡,1室1厅,朝北,1850,整租,家城地产 硅谷假日多套 好房随时看房 拎包即住近,
开发区,86㎡,3室2厅,朝南北,2000,整租,养生庄园带电梯 有阁楼三个卧室 家电齐全 有钥匙 随时看房,
中山,135㎡,3室2厅,朝南北,7700,整租,海军广场 二七广场 悦泰御景花园 金广东海岸限量版 东港第,
中山,66㎡,1室1厅,朝南,3500,整租,一方国际一室一厅办公 裕景 新名泷 金地云锦1室2室3室,
中山,171㎡,3室1厅,朝南,8500,整租,解放路 劳动公园 雍景台南向办公随时可看120平170平240平,
高新园区,52㎡,1室1厅,朝南,2199,整租,三星大厦纳米大厦旁、公寓、有钥匙随时看房近万达近精装,
中山,140㎡,2室1厅,朝南,6000,整租,裕景 两室100平 家具家电 看房有钥匙,
中山,70㎡,2室1厅,朝南北,2500,整租,三八广场人民路中山广场 精装修 家电家具齐全 拎包即住 干净整洁,
中山,100㎡,2室1厅,朝南,5000,整租,"柏威年青泥洼桥裕景两用另有写字间出租,",
江宁,86㎡,3室2厅,朝南北,5000,整租,小龙湾口 朗诗玲珑屿 恒温恒湿 住宅 设施齐全拎包住,
江宁,93㎡,3室2厅,朝南,4300,整租,沿线 东航班车点 中航樾府 精装小三房,
江宁,140㎡,3室2厅,朝南,5000,整租,员工宿舍出租 怡湖华庭澜郡 百家湖核心商圈 3室2厅 140,
江宁,75㎡,2室2厅,朝南,3600,整租,机场高速旁 中航樾府 精装2房家电家具齐全采光拎包即住,
江宁,127㎡,3室2厅,朝南北,4000,整租,3号线口 湖滨世纪大三房 家电齐全 看房随时,
江宁,110㎡,3室2厅,朝南北,4600,整租,上筑园 三室两厅一卫-整租,
鼓楼,75㎡,2室2厅,朝南,2700,整租,南京财经大学东门 福建路洪庙一巷三牌楼精装修两房2700,
栖霞,40㎡,1室1厅,朝南北,1800,整租,仙林新村 精装修 一室一厅一厨卫,
栖霞,54㎡,2室1厅,朝南,3200,整租,康桥圣菲 新出两房 急租 看房方便 电话联系 交通方便,
栖霞,66㎡,3室1厅,朝南,2800,整租,雁鸣山庄 精装自住 环境优美 交通便利 楼层适宜 采光好 随,
栖霞,130㎡,3室2厅,朝南北,6500,整租,亚东城豪华装修 实施齐全 随时入住 口环境好,
栖霞,149㎡,3室2厅,朝南北,5500,整租,仙林口亚东城149平方豪华装婚房出租含车位,
江宁,101㎡,2室2厅,朝南,1300,整租,机场线s1翔宇路北站 空港公寓 家电家具齐全,
玄武,60㎡,2室1厅,朝南,2300,整租,南京理工大学七号门旁 康定里 自住装修 干净清爽 采光好,
鼓楼,25㎡,2户合租,朝南,1400,合租主卧,鼓楼龙江站 新城市广场旁阳光锦绣阁现有精装主次卧 拎包住,
雨花,68㎡,2室1厅,朝南北,2800,整租,近南站 口 中兴 双龙嘉园 精装两房好房急租 看房随时,
高新园区,47㎡,2室1厅,朝东北,3800,整租,软件园 数码广场 亿达软景 2室1厅 47平 户型 高品质 价格好,
高新园区,78㎡,2室2厅,朝南,3100,整租,软件园 高新园 斯坦福院落 2室2厅 78平 价格合理 随时能看,
中山,44㎡,1室1厅,朝北,2100,整租,租房从速,
高新园区,49㎡,1室1厅,朝北,2600,整租,软件园 高新园 中辰国际公寓 1室1厅 49平 家具齐全 着急出租,
高新园区,47㎡,1室1厅,朝西南,2800,整租,软件园 软景E居 家具齐全 拎包即住 干净整洁 精装修,
中山,136㎡,3室2厅,朝南北,7700,整租,海军广场 二七广场 悦泰御景花园 金广东海岸限量版 洋房,
中山,70㎡,1室1厅,朝南,3500,整租,一方国际一室一厅办公 裕景 新名泷 金地云锦1室2室3室,
开发区,44㎡,1室1厅,朝南,1300,整租,开学季节 租房抓紧时间 一室一厅 简单装修 干净整洁,
中山,90㎡,2室1厅,朝南,4500,整租,出租 裕景南向 二室一厅户型好 温馨小居 交通便利裕景,
中山,50㎡,1室1厅,朝南北,2000,整租,海景园海昌欣城华乐广场 精装修 家电家具齐全 拎包即住 诚租,
开发区,105㎡,3室1厅,朝南北,2400,整租,翠南房屋出租,
高新园区,52㎡,1室1厅,朝东,2199,整租,三星大厦纳米大厦旁、公寓、有钥匙随时看房近万达近精装,
中山,75㎡,1室1厅,朝南,3800,整租,裕景 紧缺房源 横空出世 手慢无 一方国际国泰港汇,
中山,140㎡,2室2厅,朝南,7000,整租,裕景 开发商直租 海景房视野开阔 送保洁 健身卡,
中山,115㎡,3室2厅,朝南北,4200,整租,"物业好,楼道干净,周边安全。",
栖霞,18㎡,2户合租,朝南,890,合租主卧,"苏宁途牛旁,紫金东郡,",
栖霞,68㎡,2室2厅,朝南北,2400,整租,仙林新村 口 家具家电齐全 成熟社区配套齐全 拎包,
栖霞,50㎡,2室1厅,朝南,2600,整租,学则路口 亚东城 2室1厅精装 急租 设施齐全随时入住,
江岸区,79㎡,2室1厅,朝北,2300,整租,光明上海公馆精装两房只要2300家具家电齐全拎包即可入住,
鼓楼,80㎡,2室2厅,朝南,2600,整租,鼓楼五塘广场上元里小区居家精装2房口,
玄武,99㎡,3室1厅,朝南,5000,整租,高楼门兴江公寓,
江宁,500㎡,5户合租,朝南,400,合租次卧,方山熙苑,
建邺,70㎡,2室1厅,朝南,2000,整租,真实房源 油坊桥 莲花新城南苑 精装两居 低价出租,
江宁,104㎡,3室2厅,朝南,2950,整租,岔路口 南方花园 精装 大三房 采光好 交通方便,
秦淮,60㎡,2室1厅,朝南,3000,整租,公园新寓 尚书公寓 大光路 八宝前街 南京电视台 精装修,
江宁,38㎡,2室2厅,朝西北,1600,整租,东郊小镇第六街区 2室1厅 1600元,
玄武,60㎡,2室1厅,朝南,3000,整租,南航宿舍 紧靠苜蓿园和南农 新装好房,
鼓楼,26㎡,2户合租,朝南,1500,合租主卧,鼓楼 龙江口 省妇幼 新城市广场南艺 苏武公寓 无中介费,
江岸区,300㎡,7室2厅,朝东南,20000,整租,怡景花园 办公装修7室 外送100平露台 随时看房!!!,
中山,75㎡,1室1厅,朝南,3800,整租,裕景 一方国际 金地 港汇 多套房源 专业守盘,
甘井子,96㎡,2室2厅,朝南北,1900,整租,泉水d区,
江岸区,90㎡,3室2厅,朝南,2500,整租,"8号线中一路融创公园壹号,精装3房出租,采光好,家电齐全",
武昌区,50㎡,1室1厅,朝南北,2300,整租,小东门现代大夏 精装一室一厅 电梯房看房有钥匙,
武昌区,200㎡,5室0厅,朝南北,8000,整租,东湖春树里办公房 上家租户刚刚搬出 房东诚租,
江汉区,135㎡,3室1厅,朝南,5800,整租,中山公园后门12旁精装修三室一厅采光好风景优美,
洪山区,90㎡,3室2厅,朝南北,2500,整租,精装空气通透阳光明媚房,
洪山区,93㎡,3室1厅,朝南北,1900,整租,万科金色城市 齐全小三房出租 随时联系我 随时,
武昌区,110㎡,4室2厅,朝南,4200,整租,楚天都市雅园 中北路 四房两厅 采光好有钥匙随时看房,
洪山区,25㎡,1室0厅,朝南北,950,整租,书城路 创意天地旁马湖商业街 保利心语单间独卫大飘窗,
武昌区,60㎡,1室1厅,朝南,2300,整租,"中北路东亭世纪彩城电梯精装1居室,户型方正,看房方便",
武昌区,73㎡,2室2厅,朝南,2300,整租,家电家具齐全 看房电话预约,
江岸区,60㎡,2室1厅,朝南,2300,整租,精装修2房 金涛翰林苑,
江岸区,102㎡,3室2厅,朝南,4100,整租,晋合金桥世家精装三房 带全套家具家电 交通便利采光好,
江岸区,100㎡,2室2厅,朝南北,4000,整租,常阳永清城 精装两房 家电齐全 有钥匙随时看,
江岸区,150㎡,3室2厅,朝南,11000,整租,武汉天地 豪装3房地暖 前后带50平庭院 给你优美生活的环境,
江岸区,309㎡,5室2厅,朝南,15000,整租,武汉天地三期 临江江景精装四房 南北通透 看房方便整租,
江岸区,192㎡,4室2厅,朝东南,12000,整租,武汉天地四期 办公装修 双阳台 一线江景 全房地毯 随时看房,
南岸,41㎡,1室1厅,朝南,1500,整租,南滨路 南滨国际一房出租 户型方正 采光好 家具家电齐全,
江岸区,65㎡,1室1厅,朝西南,2600,整租,三阳路 三阳广场 温馨一居室 采光好 交通方便 随时看房,
江岸区,113㎡,2室2厅,朝东南,6500,整租,武汉天地两室 二中七一陪读 带车位!好房!不要错过!,
武昌区,66㎡,1室1厅,朝南北,2000,整租,实勘房源 中南龙庭居家一室 南北通透 采光好 有钥匙随时看房,
江岸区,75㎡,2室2厅,朝南北,2600,整租,永旺旁 口 国际百纳 精装两房 高楼层 采光无忧,
武昌区,60㎡,2室1厅,朝南,2500,整租,嘉园大厦 双哋鉄口 电梯房 交通便利 采光,
武昌区,164㎡,5室2厅,朝南,4500,整租,"中北路,铁机路,蓝晶绿洲,美术出版小区",
武昌区,64㎡,2室2厅,朝南北,2500,整租,武昌南湖名都旁保利精装修家具电器齐全干净 包物业,
武昌区,135㎡,3室2厅,朝南,3500,整租,世纪彩城大三房东亭口适合居家有钥匙随时看,
江岸区,220㎡,4室2厅,朝南北,8000,整租,汉口核心江景房住家办公均可。,
洪山区,87㎡,2室2厅,朝南北,1800,整租,房东低价出租半年起租看中的客官来啊,
硚口区,90㎡,3室2厅,朝南,2100,整租,古田三路 轻轨站旁 新华小区 交通便利 诚心出租,
江岸区,110㎡,2室2厅,朝东南,3200,整租,滨江苑一期 110平大两房两卫 有钥匙随时看 可长租 陪读佳,
江岸区,130㎡,3室2厅,朝东南,4000,整租,滨江苑 精装修带暖气 3房 可看江 全齐家电家具,
江岸区,84㎡,2室2厅,朝南,1300,整租,二七路局旁 铁路宿舍 实惠两房真实图片,
武昌区,80㎡,2室1厅,朝南北,1600,整租,武昌徐东万利广场两房 温馨居家 出行方便 有钥匙随时看,
东西湖区,88㎡,2室2厅,朝南北,3000,整租,全房地暖 采光通风好 户型方正 有钥匙 随时看房,
东西湖区,70㎡,2室1厅,朝南,1800,整租,"天合新界两房,中等装修,家电齐全,1800/月",
江岸区,120㎡,3室2厅,朝南北,2600,整租,幸福人家/三室两厅两卫/家具家电全齐/2600,
江岸区,80㎡,2室1厅,朝西北,1800,整租,后湖永旺旁/人民法院旁/盛景花园/两室仅租1800,
江岸区,120㎡,3室2厅,朝南北,2600,整租,盛世东方/三室出租/租金低/随时看房,
江岸区,90㎡,2室2厅,朝南,2400,整租,盛世东方/两房/家具家电全齐/诚心出租,
江岸区,168㎡,4室2厅,朝南北,4000,整租,兴业路DT口/雷苑小区/168平方办公房出租,
江岸区,119㎡,3室2厅,朝东南,3200,整租,融科天城三期精装三房 小区环境好 家具齐全 业主诚租 随时看房,
江岸区,94㎡,2室2厅,朝南北,2000,整租,君安花园急租再现93平方米,
江岸区,139㎡,3室2厅,朝南,2700,整租,急租3室好房超受欢迎,
江岸区,70㎡,2室1厅,朝南,1900,整租,2室出租 精装修 电梯房 繁华地段,
江北,38㎡,1室1厅,朝东,1600,整租,好房出售,
江北,130㎡,3室2厅,朝东,5800,整租,(平云诚推)观音桥北滨路华新街轻轨旁招商江湾城美式豪装大三房,
渝中,41㎡,1室1厅,朝南,1500,整租,渝中区李子坝长帆.江岸公馆家具齐全两床可看江,
渝中,61㎡,2室1厅,朝南,1800,整租,"李子坝站旁精装两房,全看江视野好,,交通方便配套好-整租",
江汉区,73㎡,2室2厅,朝南,3000,整租,唐家墩口 顶琇国际城 精装三房 家电齐新房出租 随时可看,
洪山区,66㎡,2室2厅,朝南北,2300,整租,"采光超级好!交通便利,离,交通便利",
青山区,79㎡,2室1厅,朝南北,1500,整租,一线江景房 条件好 环境好诚心租,
武昌区,52㎡,2室1厅,朝南,1350,整租,徐东杨园电力新村社区简装两房,
东湖高新区,140㎡,5室2厅,朝南,5500,整租,光谷花园办公楼采光好南北通透交通方便干净整洁,
东湖高新区,78㎡,2室0厅,朝南,2300,整租,SBI创业街 整租小复式 创业街旁步行街 交通便利,
黄陂区,84㎡,2室2厅,朝南,1700,整租,"恒大名都精装2房南北通透,家电家具齐全",
武昌区,53㎡,1室1厅,朝南,1700,整租,"欢乐谷,东湖庭园正规1室1厅,精装修,1500",
江岸区,47㎡,1室1厅,朝南,2500,整租,西马名仕 精装修 一居室 急租 随时可看房 家电齐全,
江岸区,72㎡,2室2厅,朝东南,2400,整租,南国北都大润发超市旁 美联时光里 淡雅两房 随时看房,
汉阳区,21㎡,3室2厅,朝西北,800,整租,和昌森林湖精装修单间800急租,
洪山区,120㎡,3室2厅,朝南北,3000,整租,"卓刀泉 高创家园 三室两厅 精装修 低价出租3000 随时看房,",
洪山区,56㎡,1室1厅,朝南,2600,整租,虎泉口 保利华都 1室1厅 紧缺 出一套租一套,
武昌区,20㎡,3户合租,朝南,1300,合租主卧,汉街 中北路 青鱼嘴站 复地精装单间 带独卫 随时可看,
东湖高新区,88㎡,3室2厅,朝南北,2300,整租,万科花山紫悦湾/3房/豪装/,
东湖高新区,105㎡,4室2厅,朝南北,2300,整租,光谷 碧桂园生态城 四房两厅 精装 家居齐全,
东湖高新区,88㎡,3室2厅,朝南北,2300,整租,花山碧桂园万科花山紫悦湾/3房诚心出租/豪装全配,
江汉区,160㎡,3室2厅,朝南北,4500,整租,双阳台 大三房带两卫 豪装 新世纪都市花园沁园春 方便停车,
江汉区,60㎡,1室1厅,朝南,2700,整租,正规一房一厅 全包大阳台 万景国际 好停车 出门就是,
江汉区,45㎡,2室1厅,朝南,2700,整租,两房装修一房价格 采光好 万科物业 停车方便万科圆方 精装修,
江岸区,100㎡,2室2厅,朝南,2800,整租,盛世东方/豪装两房/全房带暖气/随时入住,
东湖高新区,13㎡,2户合租,朝东,950,合租主卧,光谷 直租 押一付一 免费WiFi 交通便利,
东湖高新区,14㎡,2户合租,朝东,1303,合租主卧,华城新都 干净空间急出房 安全可靠,
武昌区,137㎡,3室2厅,朝南北,4000,整租,洪山广场八一路银海华庭 湖锦酒店帅府饭店旁 精装居家电梯3,
武昌区,45㎡,1室1厅,朝南北,2400,整租,中北路洪山广场南国悦公馆精装电梯一居家电齐全双地、铁旁,
武昌区,40㎡,1室1厅,朝南北,2500,整租,精装一居2500 安顺家园 楚河汉街凯德广场旁 有电梯厨房,
武昌区,162㎡,4室2厅,朝南北,7000,整租,中北路洪山广场家乐福旁楚天都市花园 双办公大厅4房,
武昌区,127㎡,3室2厅,朝南北,4600,整租,电梯通透暖气3房 水果湖步行街舒心苑旁 儿童公园内计生委宿舍,
武昌区,110㎡,2室2厅,朝南,2900,整租,"爱家公馆精装修两房,拧包入住,看房有钥匙,可月份可短租!",
江岸区,82㎡,2室2厅,朝北,3800,整租,融科一期精装两房 小区环境好 家具齐全 交通便利 看房方便,
武昌区,86㎡,2室2厅,朝南北,2200,整租,"新房出租,装修温馨,配置全齐,适合两口之家和情侣居住",
渝中,107㎡,2室2厅,朝南,4800,整租,(舒客屋)解放碑协信公馆 商务精英外籍高管偏爱住的家之地-整租,
渝中,48㎡,1室1厅,朝南,1500,整租,"企业天地旁精装修一房,近轻轨,急租",
渝中,96㎡,2室2厅,朝南,2000,整租,"企业天地旁自住精装修两室,急租,出门车站配套齐全",
江北,85㎡,2室1厅,朝南,2499,整租,江北观音桥耐德两居室 实景拍摄 装修好 出租 看房方便,
渝中,50㎡,1室1厅,朝南,750,整租,大礼堂 曾家岩 一室一厅 出租,
渝北,110㎡,3室2厅,朝南,3500,整租,康翔尚岭花园 3号线金童路轻轨站 精装三房两卫,
渝北,83㎡,2室2厅,朝南,2900,整租,龙头寺 双轻轨 保利香槟D区 办公装修带办公家具 朝南 安静采光好,
渝中,123㎡,2室1厅,朝南,5000,整租,入住协信公馆 享受品质生活,
江北,61㎡,1室1厅,朝南,2300,整租,北城天街富力海洋品质名楼盘 大一室一厅大阳台视野好田园风精装,
渝中,174㎡,3室2厅,朝南,8000,整租,渝中区一号桥 精细现代装修 中/央空调大三房 直降2000欢迎看房,
渝北,83㎡,2室2厅,朝南,3300,整租,嘉州商圈 山顶道国宾城精装修两房 交通方便 急租,
城市新区,80㎡,2室2厅,朝南,1300,整租,水晶城两房急租 家电齐 仅租1300/月,
江汉区,117㎡,2室1厅,朝西南,5200,整租,同成广场 2室1厅 117平,
东湖高新区,15㎡,3户合租,朝南,1130,合租主卧,太阳城 实拍 精品一房 全新装修 免费WIFI 无中介费 无物业费,
东湖高新区,30㎡,1室0厅,朝南北,1300,整租,柠檬特区单间出租出门口购物方便上班方便,
沌口,30㎡,1室1厅,朝南,1400,整租,"经开万达SOHO公寓精装修1室,采光好,出租",
江岸区,80㎡,2室2厅,朝南,2600,整租,石桥花园,
硚口区,13㎡,1室1厅,朝南北,960,整租,宗关汉西古田轻轨边 品牌合租公寓出租 无中 介费可短租,
东西湖区,87㎡,2室2厅,朝南北,2000,整租,"沿海赛洛城精装2房家电家具齐全,要长租的",
青山区,127㎡,3室2厅,朝南,4000,整租,中交江锦湾 精装大三房 南北通透 全天日光,
江汉区,57㎡,1室1厅,朝南,3000,整租,三金华都 1室1厅1卫,
武昌区,43㎡,1室1厅,朝南,1800,整租,"丁字桥,大浪淘沙旁,弘业俊园,家电齐全,精装单间",
东湖高新区,25㎡,1室0厅,朝南,800,整租,一个人的天堂 环境优雅 干净整洁 交通便利,
东湖高新区,19㎡,3室1厅,朝东,1261,整租,关山直租 押一付一 配套齐全 智能门锁,
江北,85㎡,2室1厅,朝南,2000,整租,耐德精装两居室装修好 看房方便 图片真实 位置优越,
江北,210㎡,3室2厅,朝南,10000,整租,Skyvows 奇缺3房大户型 观澜苑小高层一线看江 真皮实木家具,
九龙坡,70㎡,2室1厅,朝南,1800,整租,蜗蜗之家 无中介 杨家坪 鑫汇民苑 豪装两室一厅,
江北,156㎡,3室2厅,朝南,6800,整租,SKYVOWS甄选 寰宇天下天玺三房 渝中半岛洪崖洞夜景尽收眼底,
南岸,82㎡,2室2厅,朝南,1500,整租,南坪五小区六院旁 小区环境 电梯大两房带外阳台 低价出租,
南岸,364㎡,5室2厅,朝南,17000,整租,"舒客屋、可短租、玖玺台,大平层 全屋地暖,双面玻璃,有设计!",
江北,191㎡,3室2厅,朝南,12000,整租,江北嘴 大剧院旁 寰宇天下 观澜苑豪装三室 +车位 实诚出租价格面,
江北,380㎡,5室3厅,朝南,12000,整租,(S-tu思途)佰富高尔夫别墅 居家之所 清净舒适 进口家具 全配,
渝北,135㎡,4室2厅,朝南北,4200,整租,"北城国际精装四房,南北通透,全小区中庭",
渝中,75㎡,2室1厅,朝南,2700,整租,大溪沟里面小区 精装两室一厅 出租 可看江,
江北,85㎡,2室1厅,朝南,1900,整租,金地花园正规两居室装修好 商圈 房子光线好,
渝中,171㎡,3室2厅,朝南,10000,整租,(S-tu思途)解放碑 欧式风格 设计师精心制作 舒适居家 诚意出租,
渝中,80㎡,2室1厅,朝南,2000,整租,大溪沟人和街 正规两室1厅 出租 精装修,
渝中,107㎡,1室1厅,朝南,6000,整租,渝中区1号桥 少量1房 适合外地外籍来渝工作人士 管家服务,
渝北,148㎡,3室2厅,朝南,4000,整租,中渝爱都会 精装可办公 大平层 南北通透 交通方便 环境好,
东西湖区,110㎡,2室2厅,朝南北,2600,整租,常青花园十四小区2室2厅电梯精装修 配置齐全,
江汉区,25㎡,3室1厅,朝南,1230,整租,"可月付可做饭, 合租,全新家具家电,百兆宽带,拎宝可住",
汉阳区,93㎡,3室2厅,朝南,2700,整租,"观澜高尔夫公馆,环境好,交通方便",
南岸,220㎡,3室2厅,朝南,18000,整租,"舒客屋 玖玺台租住家居,诚意出租,带地暖,浴缸,品牌家电 -",
江北,210㎡,3室2厅,朝南,9000,整租,E-life堇年-寰宇天下观澜苑高层江景房 户型通透采光先到先得,
江北,247㎡,5室2厅,朝南,12000,整租,堇年/实租 江北嘴 观澜苑豪华五房 温馨居家 阳台视野霸道,
九龙坡,88㎡,2室1厅,朝南北,1300,整租,恒大帝景 正规两房 全新装修 车站市 业主物管费,
九龙坡,80㎡,2室1厅,朝南北,1100,整租,恒大全新精装2房仅租1100元 可,
九龙坡,76㎡,2室1厅,朝南北,1000,整租,"和泓四季 精装两房,,带家具家电,欢迎你",
